pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
938.00,409.00,pepperoni_l,1.00,7/1/2015,17:15:04,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
939.00,410.00,big_meat_s,2.00,7/1/2015,17:33:49,12.00,24,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
940.00,410.00,mediterraneo_m,1.00,7/1/2015,17:33:49,16.00,16,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
941.00,410.00,the_greek_xl,1.00,7/1/2015,17:33:49,25.50,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
942.00,411.00,ital_supr_m,1.00,7/1/2015,17:58:09,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
943.00,411.00,southw_ckn_l,1.00,7/1/2015,17:58:09,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
944.00,412.00,brie_carre_s,1.00,7/1/2015,18:07:46,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza
945.00,412.00,spinach_supr_m,1.00,7/1/2015,18:07:46,16.50,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
946.00,413.00,the_greek_s,1.00,7/1/2015,18:11:32,12.00,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
947.00,414.00,classic_dlx_s,1.00,7/1/2015,18:13:22,12.00,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
948.00,414.00,five_cheese_l,1.00,7/1/2015,18:13:22,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
949.00,414.00,ital_supr_m,1.00,7/1/2015,18:13:22,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
950.00,415.00,cali_ckn_s,1.00,7/1/2015,18:16:23,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
951.00,416.00,spinach_fet_l,1.00,7/1/2015,18:17:42,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
952.00,417.00,pepperoni_s,1.00,7/1/2015,18:24:40,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
953.00,418.00,ckn_pesto_m,1.00,7/1/2015,18:40:11,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
954.00,418.00,sicilian_m,1.00,7/1/2015,18:40:11,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
955.00,419.00,bbq_ckn_l,1.00,7/1/2015,19:02:31,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
956.00,419.00,hawaiian_l,1.00,7/1/2015,19:02:31,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
957.00,419.00,ital_veggie_m,1.00,7/1/2015,19:02:31,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
958.00,419.00,veggie_veg_s,1.00,7/1/2015,19:02:31,12.00,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
959.00,420.00,five_cheese_l,1.00,7/1/2015,19:04:40,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
960.00,420.00,pep_msh_pep_s,1.00,7/1/2015,19:04:40,11.00,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
961.00,421.00,bbq_ckn_l,1.00,7/1/2015,19:21:58,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
962.00,421.00,calabrese_l,1.00,7/1/2015,19:21:58,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
963.00,421.00,ckn_pesto_s,1.00,7/1/2015,19:21:58,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
964.00,422.00,four_cheese_l,1.00,7/1/2015,19:30:25,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
965.00,422.00,ital_supr_m,1.00,7/1/2015,19:30:25,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
966.00,422.00,spinach_fet_m,1.00,7/1/2015,19:30:25,16.00,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
967.00,423.00,ital_supr_l,1.00,7/1/2015,19:45:07,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
968.00,423.00,sicilian_s,1.00,7/1/2015,19:45:07,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
969.00,424.00,pepperoni_m,1.00,7/1/2015,20:01:28,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
970.00,425.00,soppressata_m,1.00,7/1/2015,20:21:19,16.50,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
971.00,426.00,classic_dlx_m,1.00,7/1/2015,20:25:45,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
972.00,426.00,sicilian_s,1.00,7/1/2015,20:25:45,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
973.00,426.00,soppressata_m,1.00,7/1/2015,20:25:45,16.50,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
974.00,427.00,spinach_fet_l,1.00,7/1/2015,21:49:00,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
975.00,428.00,calabrese_l,1.00,7/1/2015,22:05:00,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
976.00,428.00,ital_cpcllo_s,1.00,7/1/2015,22:05:00,12.00,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
977.00,429.00,spicy_ital_m,1.00,7/1/2015,22:16:53,16.50,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
978.00,430.00,green_garden_m,1.00,7/1/2015,22:46:13,16.00,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
979.00,430.00,sicilian_s,1.00,7/1/2015,22:46:13,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
980.00,431.00,big_meat_s,1.00,8/1/2015,11:17:13,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
981.00,431.00,ckn_alfredo_s,1.00,8/1/2015,11:17:13,12.75,12.75,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
982.00,431.00,four_cheese_l,1.00,8/1/2015,11:17:13,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
983.00,431.00,hawaiian_l,1.00,8/1/2015,11:17:13,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
984.00,432.00,ital_cpcllo_s,1.00,8/1/2015,11:39:07,12.00,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
985.00,432.00,thai_ckn_l,1.00,8/1/2015,11:39:07,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
986.00,432.00,veggie_veg_s,1.00,8/1/2015,11:39:07,12.00,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
987.00,433.00,spicy_ital_l,1.00,8/1/2015,11:49:50,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
988.00,434.00,napolitana_m,1.00,8/1/2015,11:54:14,16.00,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
989.00,434.00,spicy_ital_l,1.00,8/1/2015,11:54:14,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
990.00,434.00,veggie_veg_l,1.00,8/1/2015,11:54:14,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
991.00,435.00,classic_dlx_m,1.00,8/1/2015,12:06:09,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
992.00,435.00,pep_msh_pep_m,1.00,8/1/2015,12:06:09,14.50,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
993.00,435.00,spinach_supr_s,1.00,8/1/2015,12:06:09,12.50,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
994.00,436.00,classic_dlx_l,1.00,8/1/2015,12:07:21,20.50,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
995.00,436.00,ital_supr_m,1.00,8/1/2015,12:07:21,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
996.00,436.00,pep_msh_pep_s,1.00,8/1/2015,12:07:21,11.00,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
997.00,436.00,peppr_salami_s,1.00,8/1/2015,12:07:21,12.50,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
998.00,437.00,bbq_ckn_m,1.00,8/1/2015,12:07:54,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
999.00,438.00,veggie_veg_m,1.00,8/1/2015,12:08:38,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
1000.00,439.00,ckn_alfredo_m,1.00,8/1/2015,12:13:08,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
1001.00,439.00,pepperoni_m,1.00,8/1/2015,12:13:08,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
1002.00,439.00,the_greek_s,1.00,8/1/2015,12:13:08,12.00,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
1003.00,440.00,calabrese_m,1.00,8/1/2015,12:16:34,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
1004.00,440.00,ckn_alfredo_m,1.00,8/1/2015,12:16:34,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
1005.00,440.00,five_cheese_l,1.00,8/1/2015,12:16:34,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
1006.00,440.00,four_cheese_l,1.00,8/1/2015,12:16:34,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
1007.00,440.00,four_cheese_m,1.00,8/1/2015,12:16:34,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
1008.00,440.00,green_garden_l,1.00,8/1/2015,12:16:34,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
1009.00,440.00,green_garden_m,1.00,8/1/2015,12:16:34,16.00,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
1010.00,440.00,hawaiian_l,1.00,8/1/2015,12:16:34,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
1011.00,440.00,ital_veggie_l,1.00,8/1/2015,12:16:34,21.00,21,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
1012.00,440.00,pepperoni_l,1.00,8/1/2015,12:16:34,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
1013.00,440.00,spicy_ital_l,1.00,8/1/2015,12:16:34,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1014.00,440.00,spinach_fet_s,1.00,8/1/2015,12:16:34,12.00,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
1015.00,440.00,thai_ckn_l,1.00,8/1/2015,12:16:34,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
1016.00,440.00,veggie_veg_m,1.00,8/1/2015,12:16:34,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
1017.00,441.00,spicy_ital_l,1.00,8/1/2015,12:16:58,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1018.00,441.00,thai_ckn_l,1.00,8/1/2015,12:16:58,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
1019.00,442.00,peppr_salami_l,1.00,8/1/2015,12:28:49,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
1020.00,443.00,big_meat_s,1.00,8/1/2015,12:34:20,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
1021.00,443.00,cali_ckn_m,2.00,8/1/2015,12:34:20,16.75,33.5,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
1022.00,443.00,four_cheese_l,1.00,8/1/2015,12:34:20,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
1023.00,443.00,ital_cpcllo_m,1.00,8/1/2015,12:34:20,16.00,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
1024.00,443.00,ital_veggie_m,1.00,8/1/2015,12:34:20,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
1025.00,443.00,mexicana_l,1.00,8/1/2015,12:34:20,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
1026.00,443.00,pepperoni_l,1.00,8/1/2015,12:34:20,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
1027.00,443.00,sicilian_l,1.00,8/1/2015,12:34:20,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1028.00,443.00,sicilian_m,1.00,8/1/2015,12:34:20,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1029.00,443.00,southw_ckn_m,1.00,8/1/2015,12:34:20,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
1030.00,443.00,spicy_ital_l,1.00,8/1/2015,12:34:20,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1031.00,443.00,spicy_ital_s,1.00,8/1/2015,12:34:20,12.50,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1032.00,443.00,spinach_supr_m,1.00,8/1/2015,12:34:20,16.50,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
1033.00,443.00,thai_ckn_m,1.00,8/1/2015,12:34:20,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
1034.00,444.00,four_cheese_m,1.00,8/1/2015,12:40:05,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
1035.00,445.00,hawaiian_l,1.00,8/1/2015,12:57:39,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
1036.00,446.00,big_meat_s,1.00,8/1/2015,12:58:01,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
1037.00,446.00,ital_veggie_m,1.00,8/1/2015,12:58:01,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
1038.00,446.00,sicilian_l,1.00,8/1/2015,12:58:01,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1039.00,447.00,five_cheese_l,1.00,8/1/2015,13:02:00,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
1040.00,448.00,hawaiian_s,1.00,8/1/2015,13:03:34,10.50,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
1041.00,448.00,pep_msh_pep_m,1.00,8/1/2015,13:03:34,14.50,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
1042.00,448.00,sicilian_m,1.00,8/1/2015,13:03:34,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1043.00,449.00,thai_ckn_l,1.00,8/1/2015,13:04:15,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
1044.00,450.00,big_meat_s,1.00,8/1/2015,13:07:53,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
1045.00,451.00,five_cheese_l,1.00,8/1/2015,13:19:06,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
1046.00,451.00,ital_cpcllo_m,1.00,8/1/2015,13:19:06,16.00,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
1047.00,451.00,southw_ckn_l,1.00,8/1/2015,13:19:06,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
1048.00,452.00,bbq_ckn_m,1.00,8/1/2015,13:24:11,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
1049.00,452.00,big_meat_s,1.00,8/1/2015,13:24:11,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
1050.00,452.00,sicilian_m,1.00,8/1/2015,13:24:11,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1051.00,453.00,cali_ckn_s,1.00,8/1/2015,13:27:14,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
1052.00,453.00,four_cheese_l,1.00,8/1/2015,13:27:14,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
1053.00,453.00,sicilian_m,1.00,8/1/2015,13:27:14,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
1054.00,453.00,thai_ckn_l,1.00,8/1/2015,13:27:14,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
1055.00,454.00,spicy_ital_m,1.00,8/1/2015,13:31:40,16.50,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1056.00,455.00,ital_supr_l,1.00,8/1/2015,13:39:14,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
1057.00,456.00,spinach_fet_l,1.00,8/1/2015,13:47:53,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
1058.00,457.00,cali_ckn_l,1.00,8/1/2015,13:59:04,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
1059.00,457.00,ckn_alfredo_m,1.00,8/1/2015,13:59:04,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
1060.00,457.00,classic_dlx_m,1.00,8/1/2015,13:59:04,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
1061.00,458.00,prsc_argla_m,1.00,8/1/2015,14:00:05,16.50,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
1062.00,458.00,spinach_supr_m,1.00,8/1/2015,14:00:05,16.50,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
1063.00,458.00,the_greek_s,1.00,8/1/2015,14:00:05,12.00,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
1064.00,459.00,spicy_ital_l,1.00,8/1/2015,14:14:02,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
1065.00,460.00,green_garden_s,1.00,8/1/2015,14:19:58,12.00,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
1066.00,460.00,ital_supr_m,1.00,8/1/2015,14:19:58,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
1067.00,461.00,cali_ckn_m,1.00,8/1/2015,14:21:19,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
1068.00,461.00,hawaiian_s,1.00,8/1/2015,14:21:19,10.50,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
1069.00,462.00,spinach_fet_s,1.00,8/1/2015,14:38:41,12.00,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
1070.00,463.00,bbq_ckn_l,1.00,8/1/2015,14:40:28,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
1071.00,463.00,prsc_argla_m,1.00,8/1/2015,14:40:28,16.50,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
1072.00,464.00,bbq_ckn_l,1.00,8/1/2015,14:49:01,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
